geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL
Groningen,Total,Total,Total,Total,c00_infant_mortality,19606,0.790574313985515,81.1559873293354,Total,1,Zuigelingensterfte
Groningen,Total,Total,Single Parent,Total,c00_infant_mortality,2402,0.791007493755204,39.5889342767979,Total,1,Zuigelingensterfte
Groningen,Total,Total,Two Parents,Total,c00_infant_mortality,17152,0.763759328358209,87.0768828430474,Total,1,Zuigelingensterfte
Groningen,Total,No Migration Background,Total,Total,c00_infant_mortality,13831,0.780854601981057,87.4436262535532,Total,1,Zuigelingensterfte
Groningen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,12671,0.789203693473286,91.3183599102513,Total,1,Zuigelingensterfte
Groningen,Total,Overig,Total,Total,c00_infant_mortality,4191,0.763540921021236,71.1972485998258,Total,1,Zuigelingensterfte
Groningen,Total,Overig,Two Parents,Total,c00_infant_mortality,3466,0.634737449509521,78.6172217804941,Total,1,Zuigelingensterfte
Groningen,Total,With Migration Background,Total,Total,c00_infant_mortality,5775,0.813852813852814,66.0972282019146,Total,1,Zuigelingensterfte
Groningen,Total,With Migration Background,Single Parent,Total,c00_infant_mortality,1269,1.02442868400315,35.0120423383289,Total,1,Zuigelingensterfte
Groningen,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,4481,0.691809863869672,75.0831859185796,Total,1,Zuigelingensterfte
Groningen,Men,Total,Total,Total,c00_infant_mortality,9990,0.800800800800801,81.3499578501373,Total,1,Zuigelingensterfte
Groningen,Men,Total,Single Parent,Total,c00_infant_mortality,1253,0.798084596967279,39.255834443219,Total,1,Zuigelingensterfte
Groningen,Men,Total,Two Parents,Total,c00_infant_mortality,8706,0.746611532276591,87.5321454547594,Total,1,Zuigelingensterfte
Groningen,Men,No Migration Background,Total,Total,c00_infant_mortality,7077,0.777165465592765,87.5261252857768,Total,1,Zuigelingensterfte
Groningen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,6461,0.789351493576846,91.6393998141798,Total,1,Zuigelingensterfte
Groningen,Men,Overig,Total,Total,c00_infant_mortality,2146,0.792171481826654,71.790046481007,Total,1,Zuigelingensterfte
Groningen,Men,Overig,Two Parents,Total,c00_infant_mortality,1754,0.627137970353478,79.8302766473036,Total,1,Zuigelingensterfte
Groningen,Men,With Migration Background,Total,Total,c00_infant_mortality,2913,0.858221764503948,66.3452421130892,Total,1,Zuigelingensterfte
Groningen,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,2245,0.623608017817372,75.7116686546635,Total,1,Zuigelingensterfte
Groningen,Women,Total,Total,Total,c00_infant_mortality,9616,0.779950083194676,80.954472613985,Total,1,Zuigelingensterfte
Groningen,Women,Total,Two Parents,Total,c00_infant_mortality,8446,0.781434998816008,86.6076055167906,Total,1,Zuigelingensterfte
Groningen,Women,No Migration Background,Total,Total,c00_infant_mortality,6754,0.784720165827658,87.3571818278726,Total,1,Zuigelingensterfte
Groningen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,6210,0.789049919484702,90.9843439973234,Total,1,Zuigelingensterfte
Groningen,Women,Overig,Total,Total,c00_infant_mortality,2045,0.733496332518337,70.5751731704787,Total,1,Zuigelingensterfte
Groningen,Women,Overig,Two Parents,Total,c00_infant_mortality,1712,0.642523364485981,77.374407390083,Total,1,Zuigelingensterfte
Groningen,Women,With Migration Background,Total,Total,c00_infant_mortality,2862,0.76869322152341,65.8447947556352,Total,1,Zuigelingensterfte
Groningen,Women,With Migration Background,Two Parents,Total,c00_infant_mortality,2236,0.760286225402504,74.4521735113755,Total,1,Zuigelingensterfte
Almere,Total,Total,Total,Total,c00_infant_mortality,21352,0.674409891345073,75.3178242099075,Total,1,Zuigelingensterfte
Almere,Total,Total,Single Parent,Total,c00_infant_mortality,3387,0.590493061706525,43.8997677771076,Total,1,Zuigelingensterfte
Almere,Total,Total,Two Parents,Total,c00_infant_mortality,17835,0.672834314550042,81.5813146020156,Total,1,Zuigelingensterfte
Almere,Total,No Migration Background,Total,Total,c00_infant_mortality,9336,0.696229648671808,85.1731780909515,Total,1,Zuigelingensterfte
Almere,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,8496,0.717984934086629,88.7268050459123,Total,1,Zuigelingensterfte
Almere,Total,Morocco,Total,Total,c00_infant_mortality,1529,0.65402223675605,64.4981463281343,Total,1,Zuigelingensterfte
Almere,Total,Morocco,Two Parents,Total,c00_infant_mortality,1379,0.725163161711385,67.3894898398947,Total,1,Zuigelingensterfte
Almere,Total,Suriname,Total,Total,c00_infant_mortality,3395,0.706921944035346,65.4460731821651,Total,1,Zuigelingensterfte
Almere,Total,Suriname,Two Parents,Total,c00_infant_mortality,2152,0.697026022304833,77.8405926977943,Total,1,Zuigelingensterfte
Almere,Total,Overig,Total,Total,c00_infant_mortality,5662,0.582832921229248,71.2682800116162,Total,1,Zuigelingensterfte
Almere,Total,Overig,Two Parents,Total,c00_infant_mortality,4762,0.545989080218396,77.132334702143,Total,1,Zuigelingensterfte
Almere,Total,With Migration Background,Total,Total,c00_infant_mortality,12016,0.65745672436751,67.660568564649,Total,1,Zuigelingensterfte
Almere,Total,With Migration Background,Single Parent,Total,c00_infant_mortality,2567,0.70120763537203,42.2729178553527,Total,1,Zuigelingensterfte
Almere,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,9339,0.631759289003105,75.0808234561385,Total,1,Zuigelingensterfte
Almere,Men,Total,Total,Total,c00_infant_mortality,10926,0.750503386417719,75.3099005616168,Total,1,Zuigelingensterfte
Almere,Men,Total,Single Parent,Total,c00_infant_mortality,1732,0.750577367205543,44.2961899350077,Total,1,Zuigelingensterfte
Almere,Men,Total,Two Parents,Total,c00_infant_mortality,9127,0.734085679850992,81.5119150372537,Total,1,Zuigelingensterfte
Almere,Men,No Migration Background,Total,Total,c00_infant_mortality,4844,0.701899256812552,84.8649197463197,Total,1,Zuigelingensterfte
Almere,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,4392,0.728597449908925,88.4427634850263,Total,1,Zuigelingensterfte
Almere,Men,Suriname,Total,Total,c00_infant_mortality,1700,1.05882352941176,65.9218295013909,Total,1,Zuigelingensterfte
Almere,Men,Suriname,Two Parents,Total,c00_infant_mortality,1072,1.11940298507463,78.3879677477556,Total,1,Zuigelingensterfte
Almere,Men,Overig,Total,Total,c00_infant_mortality,2884,0.65880721220527,71.2184430057508,Total,1,Zuigelingensterfte
Almere,Men,Overig,Two Parents,Total,c00_infant_mortality,2432,0.575657894736842,77.1558635664036,Total,1,Zuigelingensterfte
Almere,Men,With Migration Background,Total,Total,c00_infant_mortality,6082,0.789214074317659,67.6998195141488,Total,1,Zuigelingensterfte
Almere,Men,With Migration Background,Single Parent,Total,c00_infant_mortality,1291,0.929512006196747,42.4224188275618,Total,1,Zuigelingensterfte
Almere,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,4735,0.739176346356917,75.0831322742933,Total,1,Zuigelingensterfte
Almere,Women,Total,Total,Total,c00_infant_mortality,10426,0.594667178208325,75.3261278528409,Total,1,Zuigelingensterfte
Almere,Women,Total,Two Parents,Total,c00_infant_mortality,8708,0.608635737253101,81.6540534430333,Total,1,Zuigelingensterfte
Almere,Women,No Migration Background,Total,Total,c00_infant_mortality,4492,0.690115761353517,85.5055920316007,Total,1,Zuigelingensterfte
Almere,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,4104,0.706627680311891,89.0307793479131,Total,1,Zuigelingensterfte
Almere,Women,Overig,Total,Total,c00_infant_mortality,2778,0.503959683225342,71.3200186454952,Total,1,Zuigelingensterfte
Almere,Women,Overig,Two Parents,Total,c00_infant_mortality,2330,0.515021459227468,77.1077758189319,Total,1,Zuigelingensterfte
Almere,Women,With Migration Background,Total,Total,c00_infant_mortality,5934,0.522413211998652,67.6203386565166,Total,1,Zuigelingensterfte
Almere,Women,With Migration Background,Two Parents,Total,c00_infant_mortality,4604,0.52128583840139,75.0784489439831,Total,1,Zuigelingensterfte
Stadskanaal,Total,Total,Total,Total,c00_infant_mortality,2331,0.729300729300729,64.6642189507992,Total,1,Zuigelingensterfte
Stadskanaal,Total,Total,Two Parents,Total,c00_infant_mortality,2185,0.68649885583524,66.7225502815152,Total,1,Zuigelingensterfte
Stadskanaal,Total,No Migration Background,Total,Total,c00_infant_mortality,2041,0.636942675159236,66.621901179174,Total,1,Zuigelingensterfte
Stadskanaal,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1941,0.618238021638331,68.1482686572546,Total,1,Zuigelingensterfte
Stadskanaal,Men,Total,Total,Total,c00_infant_mortality,1203,0.914380714879468,64.6721619965302,Total,1,Zuigelingensterfte
Veendam,Total,Total,Total,Total,c00_infant_mortality,2336,0.684931506849315,66.0519817692565,Total,1,Zuigelingensterfte
Veendam,Total,Total,Two Parents,Total,c00_infant_mortality,2173,0.598251265531523,68.2018726970265,Total,1,Zuigelingensterfte
Veendam,Total,No Migration Background,Total,Total,c00_infant_mortality,1901,0.526038926880589,67.6773114012762,Total,1,Zuigelingensterfte
Veendam,Men,Total,Total,Total,c00_infant_mortality,1183,0.929839391377853,66.0914728366909,Total,1,Zuigelingensterfte
Zeewolde,Total,Total,Total,Total,c00_infant_mortality,1982,0.807265388496468,83.1685592207017,Total,1,Zuigelingensterfte
Zeewolde,Total,Total,Two Parents,Total,c00_infant_mortality,1871,0.85515766969535,85.7230137404177,Total,1,Zuigelingensterfte
Zeewolde,Total,No Migration Background,Total,Total,c00_infant_mortality,1551,0.902643455834945,86.0470497676349,Total,1,Zuigelingensterfte
Zeewolde,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1492,0.938337801608579,87.7213555167877,Total,1,Zuigelingensterfte
Achtkarspelen,Total,Total,Total,Total,c00_infant_mortality,2672,0.523952095808383,67.6911655933675,Total,1,Zuigelingensterfte
Achtkarspelen,Total,Total,Two Parents,Total,c00_infant_mortality,2579,0.542846064366033,68.5074262871218,Total,1,Zuigelingensterfte
Achtkarspelen,Total,No Migration Background,Total,Total,c00_infant_mortality,2533,0.513225424397947,68.2125972526805,Total,1,Zuigelingensterfte
Achtkarspelen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2446,0.531479967293541,68.9969939170894,Total,1,Zuigelingensterfte
Heerenveen,Total,Total,Total,Total,c00_infant_mortality,4407,0.703426367143181,77.9139971849168,Total,1,Zuigelingensterfte
Heerenveen,Total,Total,Two Parents,Total,c00_infant_mortality,4171,0.695276912011508,79.955142944464,Total,1,Zuigelingensterfte
Heerenveen,Total,No Migration Background,Total,Total,c00_infant_mortality,3636,0.77007700770077,80.4749165857479,Total,1,Zuigelingensterfte
Heerenveen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,3501,0.742644958583262,81.8049427664073,Total,1,Zuigelingensterfte
Heerenveen,Men,Total,Total,Total,c00_infant_mortality,2272,0.528169014084507,77.5024569108458,Total,1,Zuigelingensterfte
Heerenveen,Men,Total,Two Parents,Total,c00_infant_mortality,2156,0.463821892393321,79.2785676792396,Total,1,Zuigelingensterfte
Heerenveen,Men,No Migration Background,Total,Total,c00_infant_mortality,1863,0.59044551798175,80.5226073799735,Total,1,Zuigelingensterfte
Heerenveen,Women,Total,Total,Total,c00_infant_mortality,2135,0.889929742388759,78.3519454297361,Total,1,Zuigelingensterfte
Heerenveen,Women,Total,Two Parents,Total,c00_infant_mortality,2015,0.942928039702233,80.679061689786,Total,1,Zuigelingensterfte
Heerenveen,Women,No Migration Background,Total,Total,c00_infant_mortality,1773,0.95882684715172,80.4248049390235,Total,1,Zuigelingensterfte
Heerenveen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1701,0.999412110523222,82.0399658127571,Total,1,Zuigelingensterfte
Leeuwarden,Total,Total,Total,Total,c00_infant_mortality,11098,0.874031357001261,70.6548660876639,Total,1,Zuigelingensterfte
Leeuwarden,Total,Total,Single Parent,Total,c00_infant_mortality,1175,1.02127659574468,36.9475340469553,Total,1,Zuigelingensterfte
Leeuwarden,Total,Total,Two Parents,Total,c00_infant_mortality,9844,0.802519301097115,74.9364511493584,Total,1,Zuigelingensterfte
Leeuwarden,Total,No Migration Background,Total,Total,c00_infant_mortality,8408,0.832540437678402,75.3266344628715,Total,1,Zuigelingensterfte
Leeuwarden,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,7740,0.775193798449612,78.2591760204468,Total,1,Zuigelingensterfte
Leeuwarden,Total,Overig,Total,Total,c00_infant_mortality,1995,0.852130325814536,58.0441506989883,Total,1,Zuigelingensterfte
Leeuwarden,Total,Overig,Two Parents,Total,c00_infant_mortality,1611,0.74487895716946,64.1867375345798,Total,1,Zuigelingensterfte
Leeuwarden,Total,With Migration Background,Total,Total,c00_infant_mortality,2690,1.00371747211896,56.0525506606209,Total,1,Zuigelingensterfte
Leeuwarden,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,2104,0.903041825095057,62.7131191616093,Total,1,Zuigelingensterfte
Leeuwarden,Men,Total,Total,Total,c00_infant_mortality,5750,1.04347826086957,71.2297067661646,Total,1,Zuigelingensterfte
Leeuwarden,Men,Total,Two Parents,Total,c00_infant_mortality,5086,0.943767204089658,75.7472656842872,Total,1,Zuigelingensterfte
Leeuwarden,Men,No Migration Background,Total,Total,c00_infant_mortality,4323,1.01781170483461,76.0809763952446,Total,1,Zuigelingensterfte
Leeuwarden,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3987,0.928016052169551,79.0417661260557,Total,1,Zuigelingensterfte
Leeuwarden,Men,Overig,Total,Total,c00_infant_mortality,1061,1.13100848256362,58.5137074316304,Total,1,Zuigelingensterfte
Leeuwarden,Men,With Migration Background,Total,Total,c00_infant_mortality,1427,1.12123335669236,56.5331134890011,Total,1,Zuigelingensterfte
Leeuwarden,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,1099,1.00090991810737,63.7953336903552,Total,1,Zuigelingensterfte
Leeuwarden,Women,Total,Total,Total,c00_infant_mortality,5348,0.691847419596111,70.0368156199415,Total,1,Zuigelingensterfte
Leeuwarden,Women,Total,Two Parents,Total,c00_infant_mortality,4758,0.651534258091635,74.0697418755778,Total,1,Zuigelingensterfte
Leeuwarden,Women,No Migration Background,Total,Total,c00_infant_mortality,4085,0.636474908200734,74.5283431106931,Total,1,Zuigelingensterfte
Leeuwarden,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3753,0.612843058886224,77.4277913279173,Total,1,Zuigelingensterfte
Leeuwarden,Women,With Migration Background,Total,Total,c00_infant_mortality,1263,0.870942201108472,55.5095869582468,Total,1,Zuigelingensterfte
Opsterland,Total,Total,Total,Total,c00_infant_mortality,2218,0.721370604147881,77.1732871280539,Total,1,Zuigelingensterfte
Opsterland,Total,Total,Two Parents,Total,c00_infant_mortality,2125,0.658823529411765,78.7162103622249,Total,1,Zuigelingensterfte
Opsterland,Total,No Migration Background,Total,Total,c00_infant_mortality,2016,0.744047619047619,78.1021958702081,Total,1,Zuigelingensterfte
Opsterland,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1953,0.716845878136201,79.1496079536264,Total,1,Zuigelingensterfte
Opsterland,Men,Total,Total,Total,c00_infant_mortality,1135,0.881057268722467,77.8699688424005,Total,1,Zuigelingensterfte
Smallingerland,Total,Total,Total,Total,c00_infant_mortality,5042,0.694168980563269,68.7172382888866,Total,1,Zuigelingensterfte
Smallingerland,Total,Total,Two Parents,Total,c00_infant_mortality,4673,0.620586347100364,71.1103667863677,Total,1,Zuigelingensterfte
Smallingerland,Total,No Migration Background,Total,Total,c00_infant_mortality,4198,0.666984278227727,71.080601753237,Total,1,Zuigelingensterfte
Smallingerland,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,3987,0.627037873087534,72.5953787740241,Total,1,Zuigelingensterfte
Smallingerland,Men,Total,Total,Total,c00_infant_mortality,2609,0.728248371023381,69.0715330255646,Total,1,Zuigelingensterfte
Smallingerland,Men,Total,Two Parents,Total,c00_infant_mortality,2421,0.619578686493185,71.5136128664758,Total,1,Zuigelingensterfte
Smallingerland,Men,No Migration Background,Total,Total,c00_infant_mortality,2184,0.641025641025641,71.4293426567307,Total,1,Zuigelingensterfte
Smallingerland,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2080,0.625,72.9754452734296,Total,1,Zuigelingensterfte
Smallingerland,Women,Total,Total,Total,c00_infant_mortality,2433,0.657624332100288,68.3373143398554,Total,1,Zuigelingensterfte
Smallingerland,Women,Total,Two Parents,Total,c00_infant_mortality,2252,0.621669626998224,70.6768593441201,Total,1,Zuigelingensterfte
Smallingerland,Women,No Migration Background,Total,Total,c00_infant_mortality,2014,0.695134061569017,70.7024239313749,Total,1,Zuigelingensterfte
Smallingerland,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1907,0.629260618772942,72.1808332476668,Total,1,Zuigelingensterfte
Weststellingwerf,Total,Total,Total,Total,c00_infant_mortality,1980,0.858585858585859,73.9472269190191,Total,1,Zuigelingensterfte
Weststellingwerf,Total,Total,Two Parents,Total,c00_infant_mortality,1906,0.891920251836306,75.2369484542488,Total,1,Zuigelingensterfte
Weststellingwerf,Total,No Migration Background,Total,Total,c00_infant_mortality,1765,0.963172804532578,75.752679436434,Total,1,Zuigelingensterfte
Weststellingwerf,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1715,0.991253644314869,76.7359671779092,Total,1,Zuigelingensterfte
Weststellingwerf,Men,Total,Total,Total,c00_infant_mortality,1006,0.99403578528827,73.8056730714664,Total,1,Zuigelingensterfte
Weststellingwerf,Men,Total,Two Parents,Total,c00_infant_mortality,967,1.03412616339193,75.274906840407,Total,1,Zuigelingensterfte
Weststellingwerf,Men,No Migration Background,Total,Total,c00_infant_mortality,892,1.12107623318386,75.3986891716146,Total,1,Zuigelingensterfte
Weststellingwerf,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,867,1.15340253748558,76.4929838541744,Total,1,Zuigelingensterfte
Assen,Total,Total,Total,Total,c00_infant_mortality,6232,0.561617458279846,73.0792535054726,Total,1,Zuigelingensterfte
Assen,Total,Total,Two Parents,Total,c00_infant_mortality,5737,0.610074952065539,75.9311283321688,Total,1,Zuigelingensterfte
Assen,Total,No Migration Background,Total,Total,c00_infant_mortality,4970,0.643863179074447,75.9748201201408,Total,1,Zuigelingensterfte
Assen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4670,0.685224839400428,78.1483263490576,Total,1,Zuigelingensterfte
Assen,Men,Total,Total,Total,c00_infant_mortality,3232,0.495049504950495,72.8142549714236,Total,1,Zuigelingensterfte
Assen,Men,Total,Two Parents,Total,c00_infant_mortality,2973,0.538176925664312,75.6705250829024,Total,1,Zuigelingensterfte
Assen,Men,No Migration Background,Total,Total,c00_infant_mortality,2583,0.503290747193186,75.7893162493412,Total,1,Zuigelingensterfte
Assen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2420,0.537190082644628,78.1012168797625,Total,1,Zuigelingensterfte
Assen,Women,Total,Total,Total,c00_infant_mortality,3000,0.633333333333333,73.364745259488,Total,1,Zuigelingensterfte
Assen,Women,Total,Two Parents,Total,c00_infant_mortality,2764,0.687409551374819,76.2114371093283,Total,1,Zuigelingensterfte
Assen,Women,No Migration Background,Total,Total,c00_infant_mortality,2387,0.795978215333054,76.1755559803315,Total,1,Zuigelingensterfte
Assen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2250,0.844444444444444,78.1989952004772,Total,1,Zuigelingensterfte
Emmen,Total,Total,Total,Total,c00_infant_mortality,8608,0.592472118959108,69.1668109874683,Total,1,Zuigelingensterfte
Emmen,Total,Total,Two Parents,Total,c00_infant_mortality,7920,0.593434343434343,71.8488733039753,Total,1,Zuigelingensterfte
Emmen,Total,No Migration Background,Total,Total,c00_infant_mortality,7119,0.561876668071358,71.9512392767291,Total,1,Zuigelingensterfte
Emmen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,6740,0.56379821958457,73.6013767198165,Total,1,Zuigelingensterfte
Emmen,Total,With Migration Background,Total,Total,c00_infant_mortality,1489,0.73875083948959,55.8542891666173,Total,1,Zuigelingensterfte
Emmen,Men,Total,Total,Total,c00_infant_mortality,4382,0.661798265632132,68.7698014840432,Total,1,Zuigelingensterfte
Emmen,Men,Total,Two Parents,Total,c00_infant_mortality,4035,0.669144981412639,71.3426853429701,Total,1,Zuigelingensterfte
Emmen,Men,No Migration Background,Total,Total,c00_infant_mortality,3639,0.632041769716955,71.3797705757312,Total,1,Zuigelingensterfte
Emmen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3455,0.636758321273517,72.8961810075191,Total,1,Zuigelingensterfte
Emmen,Women,Total,Total,Total,c00_infant_mortality,4226,0.520586843350686,69.5784758346073,Total,1,Zuigelingensterfte
Emmen,Women,Total,Two Parents,Total,c00_infant_mortality,3885,0.514800514800515,72.3746052016988,Total,1,Zuigelingensterfte
Emmen,Women,No Migration Background,Total,Total,c00_infant_mortality,3480,0.488505747126437,72.5488181856174,Total,1,Zuigelingensterfte
Emmen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3285,0.487062404870624,74.3430665785646,Total,1,Zuigelingensterfte
Hoogeveen,Total,Total,Total,Total,c00_infant_mortality,5441,0.606506156956442,69.7987497837746,Total,1,Zuigelingensterfte
Hoogeveen,Total,Total,Two Parents,Total,c00_infant_mortality,5169,0.599729154575353,71.2841388940995,Total,1,Zuigelingensterfte
Hoogeveen,Total,No Migration Background,Total,Total,c00_infant_mortality,4778,0.54416073670992,71.2748285880219,Total,1,Zuigelingensterfte
Hoogeveen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4584,0.523560209424084,72.492953531095,Total,1,Zuigelingensterfte
Hoogeveen,Men,Total,Total,Total,c00_infant_mortality,2743,0.546846518410499,69.9052390976337,Total,1,Zuigelingensterfte
Hoogeveen,Men,Total,Two Parents,Total,c00_infant_mortality,2613,0.535782625334864,71.2388887975675,Total,1,Zuigelingensterfte
Hoogeveen,Men,No Migration Background,Total,Total,c00_infant_mortality,2393,0.501462599247806,71.3229953950326,Total,1,Zuigelingensterfte
Hoogeveen,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2296,0.479094076655052,72.538516314565,Total,1,Zuigelingensterfte
Hoogeveen,Women,Total,Total,Total,c00_infant_mortality,2698,0.667160859896219,69.6904843323605,Total,1,Zuigelingensterfte
Hoogeveen,Women,Total,Two Parents,Total,c00_infant_mortality,2556,0.66510172143975,71.3303980890283,Total,1,Zuigelingensterfte
Hoogeveen,Women,No Migration Background,Total,Total,c00_infant_mortality,2385,0.587002096436059,71.2265002152015,Total,1,Zuigelingensterfte
Hoogeveen,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2288,0.568181818181818,72.4472314371932,Total,1,Zuigelingensterfte
Meppel,Total,Total,Total,Total,c00_infant_mortality,3066,0.978473581213307,79.7460374798391,Total,1,Zuigelingensterfte
Meppel,Total,Total,Two Parents,Total,c00_infant_mortality,2943,1.01936799184506,81.2855024467382,Total,1,Zuigelingensterfte
Meppel,Total,No Migration Background,Total,Total,c00_infant_mortality,2598,0.92378752886836,82.6501720855493,Total,1,Zuigelingensterfte
Meppel,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2516,0.95389507154213,83.7951343716241,Total,1,Zuigelingensterfte
Meppel,Men,Total,Total,Total,c00_infant_mortality,1547,0.904977375565611,80.3690959417102,Total,1,Zuigelingensterfte
Meppel,Men,Total,Two Parents,Total,c00_infant_mortality,1486,0.942126514131898,81.7634244395758,Total,1,Zuigelingensterfte
Meppel,Men,No Migration Background,Total,Total,c00_infant_mortality,1311,0.7627765064836,83.1533275201599,Total,1,Zuigelingensterfte
Meppel,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,1262,0.792393026941363,84.4728706790769,Total,1,Zuigelingensterfte
Meppel,Women,Total,Total,Total,c00_infant_mortality,1519,1.0533245556287,79.1114940693621,Total,1,Zuigelingensterfte
Meppel,Women,Total,Two Parents,Total,c00_infant_mortality,1457,1.09814687714482,80.7980679365414,Total,1,Zuigelingensterfte
Meppel,Women,No Migration Background,Total,Total,c00_infant_mortality,1287,1.08780108780109,82.1376337990113,Total,1,Zuigelingensterfte
Meppel,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1254,1.11642743221691,83.1130743875686,Total,1,Zuigelingensterfte
Almelo,Total,Total,Total,Total,c00_infant_mortality,6813,0.631146337883458,68.6909889285929,Total,1,Zuigelingensterfte
Almelo,Total,Total,Two Parents,Total,c00_infant_mortality,6256,0.639386189258312,71.0044508871082,Total,1,Zuigelingensterfte
Almelo,Total,No Migration Background,Total,Total,c00_infant_mortality,4710,0.615711252653928,72.814836650028,Total,1,Zuigelingensterfte
Almelo,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4361,0.642054574638844,75.2299402117493,Total,1,Zuigelingensterfte
Almelo,Total,With Migration Background,Total,Total,c00_infant_mortality,2103,0.665715644317642,59.4549819062633,Total,1,Zuigelingensterfte
Almelo,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,1895,0.633245382585752,61.2802509162588,Total,1,Zuigelingensterfte
Almelo,Men,Total,Total,Total,c00_infant_mortality,3460,0.867052023121387,68.3005718303272,Total,1,Zuigelingensterfte
Almelo,Men,Total,Two Parents,Total,c00_infant_mortality,3186,0.878844946641557,70.5649441965017,Total,1,Zuigelingensterfte
Almelo,Men,No Migration Background,Total,Total,c00_infant_mortality,2414,0.911350455675228,72.1612511081483,Total,1,Zuigelingensterfte
Almelo,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,2236,0.9391771019678,74.5721255645448,Total,1,Zuigelingensterfte
Almelo,Women,Total,Total,Total,c00_infant_mortality,3353,0.387712496271995,69.0938649083124,Total,1,Zuigelingensterfte
Almelo,Women,Total,Two Parents,Total,c00_infant_mortality,3070,0.390879478827362,71.4605643451774,Total,1,Zuigelingensterfte
Deventer,Total,Total,Total,Total,c00_infant_mortality,9613,0.613752210548216,79.052320980882,Total,1,Zuigelingensterfte
Deventer,Total,Total,Two Parents,Total,c00_infant_mortality,8784,0.614754098360656,82.7848919590966,Total,1,Zuigelingensterfte
Deventer,Total,No Migration Background,Total,Total,c00_infant_mortality,6866,0.64083891639965,84.5071002830742,Total,1,Zuigelingensterfte
Deventer,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,6449,0.620251201736703,87.1144514736532,Total,1,Zuigelingensterfte
Deventer,Total,With Migration Background,Total,Total,c00_infant_mortality,2747,0.546050236621769,65.4183513089299,Total,1,Zuigelingensterfte
Deventer,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,2335,0.599571734475375,70.827149214182,Total,1,Zuigelingensterfte
Deventer,Men,Total,Total,Total,c00_infant_mortality,4833,0.682805710738672,78.2801429225201,Total,1,Zuigelingensterfte
Deventer,Men,Total,Two Parents,Total,c00_infant_mortality,4433,0.676742612226483,81.7681172925501,Total,1,Zuigelingensterfte
Deventer,Men,No Migration Background,Total,Total,c00_infant_mortality,3415,0.702781844802343,83.842099719533607,Total,1,Zuigelingensterfte
Deventer,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3218,0.683654443753884,86.231054987654,Total,1,Zuigelingensterfte
Deventer,Women,Total,Total,Total,c00_infant_mortality,4780,0.543933054393305,79.833060846167,Total,1,Zuigelingensterfte
Deventer,Women,Total,Two Parents,Total,c00_infant_mortality,4351,0.551597333946219,83.8208290073156,Total,1,Zuigelingensterfte
Deventer,Women,No Migration Background,Total,Total,c00_infant_mortality,3451,0.579542161692263,85.1651637210608,Total,1,Zuigelingensterfte
Deventer,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3231,0.557103064066852,87.9942935943421,Total,1,Zuigelingensterfte
