geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL
Houten,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,1939,0.515729757607014,107.401187887832,Total,1,Zuigelingensterfte
Houten,Women,Total,Total,Total,c00_infant_mortality,2327,0.558659217877095,105.361171886655,Total,1,Zuigelingensterfte
Houten,Women,Total,Two Parents,Total,c00_infant_mortality,2245,0.579064587973274,107.469157392363,Total,1,Zuigelingensterfte
Houten,Women,No Migration Background,Total,Total,c00_infant_mortality,1841,0.597501357957632,107.389590094844,Total,1,Zuigelingensterfte
Houten,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1798,0.611790878754171,108.476046557055,Total,1,Zuigelingensterfte
Leusden,Total,Total,Total,Total,c00_infant_mortality,2381,0.419991600167997,96.2503099739502,Total,1,Zuigelingensterfte
Montfoort,Total,Total,Total,Total,c00_infant_mortality,1124,0.889679715302491,96.7815426839836,Total,1,Zuigelingensterfte
Rhenen,Total,Total,Total,Total,c00_infant_mortality,1839,0.706905927134312,83.1416211761316,Total,1,Zuigelingensterfte
Rhenen,Total,Total,Two Parents,Total,c00_infant_mortality,1772,0.733634311512415,84.2120887507026,Total,1,Zuigelingensterfte
Rhenen,Total,No Migration Background,Total,Total,c00_infant_mortality,1542,0.778210116731518,85.3877912420189,Total,1,Zuigelingensterfte
Rhenen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,1503,0.798403193612774,86.1432583246953,Total,1,Zuigelingensterfte
Soest,Total,Total,Total,Total,c00_infant_mortality,3516,0.511945392491468,91.0380842722897,Total,1,Zuigelingensterfte
Soest,Total,Total,Two Parents,Total,c00_infant_mortality,3291,0.425402613187481,94.1045911944233,Total,1,Zuigelingensterfte
Soest,Total,No Migration Background,Total,Total,c00_infant_mortality,2373,0.421407501053519,100.855408737926,Total,1,Zuigelingensterfte
Soest,Women,Total,Total,Total,c00_infant_mortality,1709,0.585137507314219,89.7253726620555,Total,1,Zuigelingensterfte
Utrecht,Total,Total,Total,Total,c00_infant_mortality,42169,0.611823851644573,101.044768013345,Total,1,Zuigelingensterfte
Utrecht,Total,Total,Single Parent,Total,c00_infant_mortality,3111,0.482160077145612,51.1489370316787,Total,1,Zuigelingensterfte
Utrecht,Total,Total,Two Parents,Total,c00_infant_mortality,38945,0.608550519964052,105.156950422699,Total,1,Zuigelingensterfte
Utrecht,Total,No Migration Background,Total,Total,c00_infant_mortality,24812,0.55215218442689,116.081395791445,Total,1,Zuigelingensterfte
Utrecht,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,23455,0.532935408228523,119.099577414181,Total,1,Zuigelingensterfte
Utrecht,Total,Turkey,Total,Total,c00_infant_mortality,1904,0.840336134453782,62.7115661709541,Total,1,Zuigelingensterfte
Utrecht,Total,Turkey,Two Parents,Total,c00_infant_mortality,1765,0.84985835694051,64.4342609206221,Total,1,Zuigelingensterfte
Utrecht,Total,Morocco,Total,Total,c00_infant_mortality,5307,0.998680987375165,57.7665308744079,Total,1,Zuigelingensterfte
Utrecht,Total,Morocco,Two Parents,Total,c00_infant_mortality,4823,1.05743313290483,59.4092518686525,Total,1,Zuigelingensterfte
Utrecht,Total,Overig,Total,Total,c00_infant_mortality,8725,0.561604584527221,95.350060759324,Total,1,Zuigelingensterfte
Utrecht,Total,Overig,Two Parents,Total,c00_infant_mortality,7803,0.563885684992951,101.589615546192,Total,1,Zuigelingensterfte
Utrecht,Total,With Migration Background,Total,Total,c00_infant_mortality,17357,0.697125079218759,79.5497626304897,Total,1,Zuigelingensterfte
Utrecht,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,15490,0.723047127178825,84.0449868277836,Total,1,Zuigelingensterfte
Utrecht,Men,Total,Total,Total,c00_infant_mortality,21560,0.547309833024119,101.508626456714,Total,1,Zuigelingensterfte
Utrecht,Men,Total,Two Parents,Total,c00_infant_mortality,19927,0.567069804787474,105.603778734834,Total,1,Zuigelingensterfte
Utrecht,Men,No Migration Background,Total,Total,c00_infant_mortality,12697,0.456800819091124,116.749316132206,Total,1,Zuigelingensterfte
Utrecht,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,12011,0.474564982099742,119.783621532399,Total,1,Zuigelingensterfte
Utrecht,Men,Turkey,Total,Total,c00_infant_mortality,980,1.12244897959184,63.130713937736,Total,1,Zuigelingensterfte
Utrecht,Men,Turkey,Two Parents,Total,c00_infant_mortality,908,1.10132158590308,64.9337817350696,Total,1,Zuigelingensterfte
Utrecht,Men,Morocco,Total,Total,c00_infant_mortality,2696,0.890207715133531,58.3079341132481,Total,1,Zuigelingensterfte
Utrecht,Men,Morocco,Two Parents,Total,c00_infant_mortality,2457,0.976800976800977,59.7455251438388,Total,1,Zuigelingensterfte
Utrecht,Men,Overig,Total,Total,c00_infant_mortality,4441,0.495383922539968,95.1673882543126,Total,1,Zuigelingensterfte
Utrecht,Men,Overig,Two Parents,Total,c00_infant_mortality,3991,0.501127536958156,101.119230501476,Total,1,Zuigelingensterfte
Utrecht,Men,With Migration Background,Total,Total,c00_infant_mortality,8863,0.676971680018053,79.6750445081958,Total,1,Zuigelingensterfte
Utrecht,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,7916,0.707427993936331,84.0886079615195,Total,1,Zuigelingensterfte
Utrecht,Women,Total,Total,Total,c00_infant_mortality,20609,0.67931486243874,100.559504873987,Total,1,Zuigelingensterfte
Utrecht,Women,Total,Single Parent,Total,c00_infant_mortality,1534,0.717079530638853,51.1510944670733,Total,1,Zuigelingensterfte
Utrecht,Women,Total,Two Parents,Total,c00_infant_mortality,19018,0.652013881585866,104.688765136342,Total,1,Zuigelingensterfte
Utrecht,Women,No Migration Background,Total,Total,c00_infant_mortality,12115,0.652084193148989,115.381388811121,Total,1,Zuigelingensterfte
Utrecht,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,11444,0.594197832925551,118.381641910519,Total,1,Zuigelingensterfte
Utrecht,Women,Morocco,Total,Total,c00_infant_mortality,2611,1.11068556108771,57.2075024822543,Total,1,Zuigelingensterfte
Utrecht,Women,Morocco,Two Parents,Total,c00_infant_mortality,2366,1.14116652578191,59.0600450059589,Total,1,Zuigelingensterfte
Utrecht,Women,Overig,Total,Total,c00_infant_mortality,4284,0.630252100840336,95.5394278449345,Total,1,Zuigelingensterfte
Utrecht,Women,Overig,Two Parents,Total,c00_infant_mortality,3812,0.629590766002099,102.082088451087,Total,1,Zuigelingensterfte
Utrecht,Women,With Migration Background,Total,Total,c00_infant_mortality,8494,0.718153991052508,79.4190382035872,Total,1,Zuigelingensterfte
Utrecht,Women,With Migration Background,Two Parents,Total,c00_infant_mortality,7574,0.739371534195933,83.9993960046184,Total,1,Zuigelingensterfte
Veenendaal,Total,Total,Total,Total,c00_infant_mortality,6678,0.524109014675052,79.9879036149263,Total,1,Zuigelingensterfte
Veenendaal,Total,Total,Two Parents,Total,c00_infant_mortality,6339,0.489036125571857,81.9308934764746,Total,1,Zuigelingensterfte
Veenendaal,Total,No Migration Background,Total,Total,c00_infant_mortality,5042,0.436334787782626,84.1503921132871,Total,1,Zuigelingensterfte
Veenendaal,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,4871,0.410593307329091,85.3511807569694,Total,1,Zuigelingensterfte
Veenendaal,Total,With Migration Background,Total,Total,c00_infant_mortality,1636,0.794621026894866,67.1595007978511,Total,1,Zuigelingensterfte
Veenendaal,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,1468,0.749318801089918,70.5819702181024,Total,1,Zuigelingensterfte
Veenendaal,Men,Total,Total,Total,c00_infant_mortality,3380,0.473372781065089,79.6118446247832,Total,1,Zuigelingensterfte
Veenendaal,Men,Total,Two Parents,Total,c00_infant_mortality,3202,0.405996252342286,81.4929082470579,Total,1,Zuigelingensterfte
Veenendaal,Women,Total,Total,Total,c00_infant_mortality,3298,0.576106731352335,80.3733127679535,Total,1,Zuigelingensterfte
Veenendaal,Women,Total,Two Parents,Total,c00_infant_mortality,3137,0.573796620975454,82.3779539497268,Total,1,Zuigelingensterfte
Veenendaal,Women,No Migration Background,Total,Total,c00_infant_mortality,2522,0.515463917525773,84.4462128393077,Total,1,Zuigelingensterfte
Veenendaal,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,2446,0.531479967293541,85.7142244324636,Total,1,Zuigelingensterfte
IJsselstein,Total,Total,Total,Total,c00_infant_mortality,3207,0.654817586529467,92.3604491407182,Total,1,Zuigelingensterfte
IJsselstein,Total,Total,Two Parents,Total,c00_infant_mortality,3025,0.628099173553719,94.96735399711,Total,1,Zuigelingensterfte
IJsselstein,Total,No Migration Background,Total,Total,c00_infant_mortality,2288,0.655594405594406,97.7515519229066,Total,1,Zuigelingensterfte
IJsselstein,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2204,0.635208711433757,99.520986595333,Total,1,Zuigelingensterfte
IJsselstein,Women,Total,Total,Total,c00_infant_mortality,1605,0.809968847352025,93.2823728773455,Total,1,Zuigelingensterfte
IJsselstein,Women,Total,Two Parents,Total,c00_infant_mortality,1506,0.863213811420983,96.075292804512,Total,1,Zuigelingensterfte
IJsselstein,Women,No Migration Background,Total,Total,c00_infant_mortality,1146,0.87260034904014006,99.1823417513815,Total,1,Zuigelingensterfte
IJsselstein,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,1098,0.910746812386157,101.244329836731,Total,1,Zuigelingensterfte
Zeist,Total,Total,Total,Total,c00_infant_mortality,5445,0.514233241505969,99.4074567952326,Total,1,Zuigelingensterfte
Zeist,Total,Total,Two Parents,Total,c00_infant_mortality,5065,0.454096742349457,103.308911382725,Total,1,Zuigelingensterfte
Zeist,Total,No Migration Background,Total,Total,c00_infant_mortality,3439,0.523407967432393,113.650127030429,Total,1,Zuigelingensterfte
Zeist,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,3265,0.459418070444104,116.942381720973,Total,1,Zuigelingensterfte
Zeist,Total,With Migration Background,Total,Total,c00_infant_mortality,2006,0.498504486540379,74.9904363870372,Total,1,Zuigelingensterfte
Zeist,Men,Total,Total,Total,c00_infant_mortality,2791,0.53744177714081,102.085429309403,Total,1,Zuigelingensterfte
Zeist,Men,Total,Two Parents,Total,c00_infant_mortality,2617,0.458540313335881,105.836384901536,Total,1,Zuigelingensterfte
Zeist,Women,Total,Total,Total,c00_infant_mortality,2654,0.489826676714393,96.5912468151837,Total,1,Zuigelingensterfte
Zeist,Women,Total,Two Parents,Total,c00_infant_mortality,2448,0.449346405228758,100.606951334225,Total,1,Zuigelingensterfte
Nieuwegein,Total,Total,Total,Total,c00_infant_mortality,5701,0.456060340291177,83.5127313277684,Total,1,Zuigelingensterfte
Nieuwegein,Total,Total,Two Parents,Total,c00_infant_mortality,5233,0.439518440665011,86.6749445831037,Total,1,Zuigelingensterfte
Nieuwegein,Total,No Migration Background,Total,Total,c00_infant_mortality,3620,0.469613259668508,89.2921211924106,Total,1,Zuigelingensterfte
Nieuwegein,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,3418,0.409596255119953,91.3468911956905,Total,1,Zuigelingensterfte
Nieuwegein,Men,Total,Total,Total,c00_infant_mortality,2924,0.478796169630643,84.0657890903432,Total,1,Zuigelingensterfte
Nieuwegein,Men,Total,Two Parents,Total,c00_infant_mortality,2680,0.447761194029851,87.3409720091733,Total,1,Zuigelingensterfte
Nieuwegein,Women,Total,Total,Total,c00_infant_mortality,2777,0.432120993878286,82.9303975511142,Total,1,Zuigelingensterfte
Nieuwegein,Women,Total,Two Parents,Total,c00_infant_mortality,2553,0.430865648256953,85.9757853579307,Total,1,Zuigelingensterfte
Aalsmeer,Total,Total,Total,Total,c00_infant_mortality,2852,0.525946704067321,103.314420623655,Total,1,Zuigelingensterfte
Aalsmeer,Total,Total,Two Parents,Total,c00_infant_mortality,2736,0.43859649122807,104.985837405337,Total,1,Zuigelingensterfte
Aalsmeer,Total,No Migration Background,Total,Total,c00_infant_mortality,2093,0.525561395126612,106.085693395651,Total,1,Zuigelingensterfte
Aalsmeer,Women,Total,Total,Total,c00_infant_mortality,1410,0.709219858156028,103.194066982389,Total,1,Zuigelingensterfte
Alkmaar,Total,Total,Total,Total,c00_infant_mortality,10192,0.686813186813187,83.5399962143736,Total,1,Zuigelingensterfte
Alkmaar,Total,Total,Two Parents,Total,c00_infant_mortality,9263,0.604555759473173,87.3656919956109,Total,1,Zuigelingensterfte
Alkmaar,Total,No Migration Background,Total,Total,c00_infant_mortality,7014,0.71285999429712,89.4031951466219,Total,1,Zuigelingensterfte
Alkmaar,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,6585,0.683371298405467,91.714199503726,Total,1,Zuigelingensterfte
Alkmaar,Total,Overig,Total,Total,c00_infant_mortality,2114,0.520340586565752,73.8455081940192,Total,1,Zuigelingensterfte
Alkmaar,Total,With Migration Background,Total,Total,c00_infant_mortality,3178,0.629326620516048,70.5996320511298,Total,1,Zuigelingensterfte
Alkmaar,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,2678,0.41075429424944,76.6730400385765,Total,1,Zuigelingensterfte
Alkmaar,Men,Total,Total,Total,c00_infant_mortality,5215,0.709491850431448,83.4555429146025,Total,1,Zuigelingensterfte
Alkmaar,Men,Total,Two Parents,Total,c00_infant_mortality,4738,0.569860700717602,87.4013081854515,Total,1,Zuigelingensterfte
Alkmaar,Men,No Migration Background,Total,Total,c00_infant_mortality,3593,0.72362927915391,89.7186716766373,Total,1,Zuigelingensterfte
Alkmaar,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,3374,0.652045050385299,92.2048411177548,Total,1,Zuigelingensterfte
Alkmaar,Men,With Migration Background,Total,Total,c00_infant_mortality,1622,0.678175092478422,69.5816701390223,Total,1,Zuigelingensterfte
Alkmaar,Women,Total,Total,Total,c00_infant_mortality,4977,0.663050030138638,83.6284880685643,Total,1,Zuigelingensterfte
Alkmaar,Women,Total,Two Parents,Total,c00_infant_mortality,4525,0.640883977900552,87.3283992867788,Total,1,Zuigelingensterfte
Alkmaar,Women,No Migration Background,Total,Total,c00_infant_mortality,3421,0.701549254603917,89.0718571833523,Total,1,Zuigelingensterfte
Alkmaar,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,3211,0.716287760822174,91.1986514483747,Total,1,Zuigelingensterfte
Amstelveen,Total,Total,Total,Total,c00_infant_mortality,6882,0.4359197907585,116.409944163143,Total,1,Zuigelingensterfte
Amstelveen,Total,Total,Two Parents,Total,c00_infant_mortality,6323,0.427012494069271,121.753866880044,Total,1,Zuigelingensterfte
Amstelveen,Total,No Migration Background,Total,Total,c00_infant_mortality,3031,0.362916529198284,128.708686897896,Total,1,Zuigelingensterfte
Amstelveen,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2851,0.350754121360926,132.910338120804,Total,1,Zuigelingensterfte
Amstelveen,Total,Overig,Total,Total,c00_infant_mortality,3076,0.520156046814044,110.862480504919,Total,1,Zuigelingensterfte
Amstelveen,Total,Overig,Two Parents,Total,c00_infant_mortality,2880,0.520833333333333,114.631359471048,Total,1,Zuigelingensterfte
Amstelveen,Total,With Migration Background,Total,Total,c00_infant_mortality,3851,0.493378343287458,106.729993701176,Total,1,Zuigelingensterfte
Amstelveen,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,3472,0.48963133640553,112.592835915929,Total,1,Zuigelingensterfte
Amstelveen,Men,Total,Total,Total,c00_infant_mortality,3474,0.518134715025907,116.762848680507,Total,1,Zuigelingensterfte
Amstelveen,Men,Total,Two Parents,Total,c00_infant_mortality,3207,0.467726847521048,121.740924644947,Total,1,Zuigelingensterfte
Amstelveen,Men,Overig,Total,Total,c00_infant_mortality,1545,0.711974110032363,112.711914812908,Total,1,Zuigelingensterfte
Amstelveen,Men,Overig,Two Parents,Total,c00_infant_mortality,1455,0.687285223367698,116.373754806906,Total,1,Zuigelingensterfte
Amstelveen,Men,With Migration Background,Total,Total,c00_infant_mortality,1927,0.622729631551635,108.073872411766,Total,1,Zuigelingensterfte
Amstelveen,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,1742,0.574052812858783,113.669926526274,Total,1,Zuigelingensterfte
Amstelveen,Women,Total,Total,Total,c00_infant_mortality,3408,0.352112676056338,116.050205227309,Total,1,Zuigelingensterfte
Amstelveen,Women,Total,Two Parents,Total,c00_infant_mortality,3116,0.385109114249037,121.767187081571,Total,1,Zuigelingensterfte
Amsterdam,Total,Total,Total,Total,c00_infant_mortality,93243,0.75823386205935,93.576406409582,Total,1,Zuigelingensterfte
Amsterdam,Total,Total,Single Parent,Total,c00_infant_mortality,16843,0.854954580537909,52.4196309560272,Total,1,Zuigelingensterfte
Amsterdam,Total,Total,Two Parents,Total,c00_infant_mortality,76043,0.683823626106282,102.867413781321,Total,1,Zuigelingensterfte
Amsterdam,Total,No Migration Background,Total,Total,c00_infant_mortality,33984,0.597339924670433,122.367775329824,Total,1,Zuigelingensterfte
Amsterdam,Total,No Migration Background,Single Parent,Total,c00_infant_mortality,4240,0.683962264150943,72.2592045288399,Total,1,Zuigelingensterfte
Amsterdam,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,29674,0.5324526521534,129.615789274242,Total,1,Zuigelingensterfte
Amsterdam,Total,Turkey,Total,Total,c00_infant_mortality,6088,0.772010512483574,61.460777538046,Total,1,Zuigelingensterfte
Amsterdam,Total,Turkey,Two Parents,Total,c00_infant_mortality,5520,0.815217391304348,63.5647212152214,Total,1,Zuigelingensterfte
Amsterdam,Total,Morocco,Total,Total,c00_infant_mortality,12856,1.05009334163037,59.2803114565234,Total,1,Zuigelingensterfte
Amsterdam,Total,Morocco,Single Parent,Total,c00_infant_mortality,1671,0.718132854578097,42.0453096359446,Total,1,Zuigelingensterfte
Amsterdam,Total,Morocco,Two Parents,Total,c00_infant_mortality,11152,1.08500717360115,61.9133370400207,Total,1,Zuigelingensterfte
Amsterdam,Total,Suriname,Total,Total,c00_infant_mortality,8462,1.1463011108485,59.8947366862941,Total,1,Zuigelingensterfte
Amsterdam,Total,Suriname,Single Parent,Total,c00_infant_mortality,4318,1.15794349235757,43.5489061597973,Total,1,Zuigelingensterfte
Amsterdam,Total,Suriname,Two Parents,Total,c00_infant_mortality,4046,0.840336134453782,77.869507151127,Total,1,Zuigelingensterfte
Amsterdam,Total,Dutch Caribbean,Total,Total,c00_infant_mortality,1721,0.755374782103428,76.6501897925335,Total,1,Zuigelingensterfte
Amsterdam,Total,Overig,Total,Total,c00_infant_mortality,30132,0.703570954467012,92.6514419829698,Total,1,Zuigelingensterfte
Amsterdam,Total,Overig,Single Parent,Total,c00_infant_mortality,5335,0.787253983130272,49.4843113376096,Total,1,Zuigelingensterfte
Amsterdam,Total,Overig,Two Parents,Total,c00_infant_mortality,24673,0.648482146475905,102.127985875389,Total,1,Zuigelingensterfte
Amsterdam,Total,With Migration Background,Total,Total,c00_infant_mortality,59259,0.850503720953779,77.0650599240605,Total,1,Zuigelingensterfte
Amsterdam,Total,With Migration Background,Single Parent,Total,c00_infant_mortality,12603,0.912481155280489,45.7450461786943,Total,1,Zuigelingensterfte
Amsterdam,Total,With Migration Background,Two Parents,Total,c00_infant_mortality,46369,0.780693998145313,85.749699481316,Total,1,Zuigelingensterfte
Amsterdam,Men,Total,Total,Total,c00_infant_mortality,47935,0.769792427245228,93.8593576213396,Total,1,Zuigelingensterfte
Amsterdam,Men,Total,Single Parent,Total,c00_infant_mortality,8636,0.822139879573877,52.8323169284099,Total,1,Zuigelingensterfte
Amsterdam,Men,Total,Two Parents,Total,c00_infant_mortality,39113,0.695420959783192,103.077206477293,Total,1,Zuigelingensterfte
Amsterdam,Men,No Migration Background,Total,Total,c00_infant_mortality,17485,0.629110666285387,122.686984948837,Total,1,Zuigelingensterfte
Amsterdam,Men,No Migration Background,Single Parent,Total,c00_infant_mortality,2185,0.823798627002288,72.7519233341988,Total,1,Zuigelingensterfte
Amsterdam,Men,No Migration Background,Two Parents,Total,c00_infant_mortality,15264,0.543763102725367,129.891991379049,Total,1,Zuigelingensterfte
Amsterdam,Men,Turkey,Total,Total,c00_infant_mortality,3212,0.87173100871731,62.198639231064,Total,1,Zuigelingensterfte
Amsterdam,Men,Turkey,Two Parents,Total,c00_infant_mortality,2911,0.927516317416695,64.4023310207365,Total,1,Zuigelingensterfte
Amsterdam,Men,Morocco,Total,Total,c00_infant_mortality,6608,1.07445520581114,58.8986870247237,Total,1,Zuigelingensterfte
Amsterdam,Men,Morocco,Two Parents,Total,c00_infant_mortality,5712,1.13795518207283,61.5634799373663,Total,1,Zuigelingensterfte
Amsterdam,Men,Suriname,Total,Total,c00_infant_mortality,4348,0.94296228150874,60.0440143743729,Total,1,Zuigelingensterfte
Amsterdam,Men,Suriname,Single Parent,Total,c00_infant_mortality,2213,0.903750564844103,43.9177256285663,Total,1,Zuigelingensterfte
Amsterdam,Men,Suriname,Two Parents,Total,c00_infant_mortality,2087,0.622903689506469,77.5359893903857,Total,1,Zuigelingensterfte
Amsterdam,Men,Overig,Total,Total,c00_infant_mortality,15386,0.747432731054205,93.1825660367067,Total,1,Zuigelingensterfte
Amsterdam,Men,Overig,Single Parent,Total,c00_infant_mortality,2697,0.889877641824249,50.0318227728228,Total,1,Zuigelingensterfte
Amsterdam,Men,Overig,Two Parents,Total,c00_infant_mortality,12623,0.6654519527846,102.557526796255,Total,1,Zuigelingensterfte
Amsterdam,Men,With Migration Background,Total,Total,c00_infant_mortality,30450,0.850574712643678,77.3059565106239,Total,1,Zuigelingensterfte
Amsterdam,Men,With Migration Background,Single Parent,Total,c00_infant_mortality,6451,0.821578049914742,46.085403272132,Total,1,Zuigelingensterfte
Amsterdam,Men,With Migration Background,Two Parents,Total,c00_infant_mortality,23849,0.792486058115644,85.9150245518283,Total,1,Zuigelingensterfte
Amsterdam,Women,Total,Total,Total,c00_infant_mortality,45308,0.74600512050852,93.277049423275,Total,1,Zuigelingensterfte
Amsterdam,Women,Total,Single Parent,Total,c00_infant_mortality,8207,0.889484586328744,51.9853728766441,Total,1,Zuigelingensterfte
Amsterdam,Women,Total,Two Parents,Total,c00_infant_mortality,36930,0.671540752775521,102.645219854499,Total,1,Zuigelingensterfte
Amsterdam,Women,No Migration Background,Total,Total,c00_infant_mortality,16499,0.563670525486393,122.029489361679,Total,1,Zuigelingensterfte
Amsterdam,Women,No Migration Background,Single Parent,Total,c00_infant_mortality,2055,0.535279805352798,71.735316164018,Total,1,Zuigelingensterfte
Amsterdam,Women,No Migration Background,Two Parents,Total,c00_infant_mortality,14410,0.520471894517696,129.323218217491,Total,1,Zuigelingensterfte
Amsterdam,Women,Turkey,Total,Total,c00_infant_mortality,2876,0.660639777468707,60.6367122536322,Total,1,Zuigelingensterfte
Amsterdam,Women,Turkey,Two Parents,Total,c00_infant_mortality,2609,0.689919509390571,62.6301554260861,Total,1,Zuigelingensterfte
Amsterdam,Women,Morocco,Total,Total,c00_infant_mortality,6248,1.02432778489117,59.6839244919479,Total,1,Zuigelingensterfte
Amsterdam,Women,Morocco,Two Parents,Total,c00_infant_mortality,5440,1.02941176470588,62.2806869978078,Total,1,Zuigelingensterfte
Amsterdam,Women,Suriname,Total,Total,c00_infant_mortality,4114,1.36120563928051,59.7369682400697,Total,1,Zuigelingensterfte
Amsterdam,Women,Suriname,Single Parent,Total,c00_infant_mortality,2105,1.42517814726841,43.16116388693,Total,1,Zuigelingensterfte
Amsterdam,Women,Suriname,Two Parents,Total,c00_infant_mortality,1959,1.07197549770291,78.2248167818912,Total,1,Zuigelingensterfte
Amsterdam,Women,Overig,Total,Total,c00_infant_mortality,14746,0.657805506578055,92.0972662952716,Total,1,Zuigelingensterfte
Amsterdam,Women,Overig,Single Parent,Total,c00_infant_mortality,2638,0.682335102350265,48.9245545746187,Total,1,Zuigelingensterfte
Amsterdam,Women,Overig,Two Parents,Total,c00_infant_mortality,12050,0.630705394190871,101.678019481689,Total,1,Zuigelingensterfte
Amsterdam,Women,With Migration Background,Total,Total,c00_infant_mortality,28809,0.850428685480232,76.8104415388041,Total,1,Zuigelingensterfte
Amsterdam,Women,With Migration Background,Single Parent,Total,c00_infant_mortality,6152,1.00780234070221,45.3881470223604,Total,1,Zuigelingensterfte
Amsterdam,Women,With Migration Background,Two Parents,Total,c00_infant_mortality,22520,0.768206039076377,85.5746178824417,Total,1,Zuigelingensterfte
Beverwijk,Total,Total,Total,Total,c00_infant_mortality,3923,0.790211572775937,79.5357918778323,Total,1,Zuigelingensterfte
Beverwijk,Total,Total,Two Parents,Total,c00_infant_mortality,3546,0.676818950930626,83.3000833998404,Total,1,Zuigelingensterfte
Beverwijk,Total,No Migration Background,Total,Total,c00_infant_mortality,2438,0.861361771944217,87.6811287400868,Total,1,Zuigelingensterfte
Beverwijk,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2267,0.70577856197618,90.5176673804012,Total,1,Zuigelingensterfte
Beverwijk,Total,With Migration Background,Total,Total,c00_infant_mortality,1485,0.673400673400673,66.1631782278818,Total,1,Zuigelingensterfte
Beverwijk,Men,Total,Total,Total,c00_infant_mortality,2047,0.586223742061553,80.5362489425685,Total,1,Zuigelingensterfte
Beverwijk,Men,Total,Two Parents,Total,c00_infant_mortality,1857,0.646203554119548,84.1963510991389,Total,1,Zuigelingensterfte
Beverwijk,Women,Total,Total,Total,c00_infant_mortality,1876,1.01279317697228,78.4441417650844,Total,1,Zuigelingensterfte
Beverwijk,Women,Total,Two Parents,Total,c00_infant_mortality,1689,0.710479573712256,82.3146665155318,Total,1,Zuigelingensterfte
Beverwijk,Women,No Migration Background,Total,Total,c00_infant_mortality,1173,1.19352088661552,85.8281830714654,Total,1,Zuigelingensterfte
Diemen,Total,Total,Total,Total,c00_infant_mortality,2143,0.606626224918339,83.3202766471133,Total,1,Zuigelingensterfte
Diemen,Total,Total,Two Parents,Total,c00_infant_mortality,1776,0.675675675675676,91.2789467290115,Total,1,Zuigelingensterfte
Edam-Volendam,Total,Total,Total,Total,c00_infant_mortality,3020,0.496688741721854,98.9740971105033,Total,1,Zuigelingensterfte
Edam-Volendam,Total,Total,Two Parents,Total,c00_infant_mortality,2897,0.483258543320677,100.767917100581,Total,1,Zuigelingensterfte
Edam-Volendam,Total,No Migration Background,Total,Total,c00_infant_mortality,2628,0.494672754946728,102.183561811939,Total,1,Zuigelingensterfte
Edam-Volendam,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,2553,0.509204857030944,103.252589379552,Total,1,Zuigelingensterfte
Edam-Volendam,Women,Total,Total,Total,c00_infant_mortality,1488,0.672043010752688,99.0725948308884,Total,1,Zuigelingensterfte
Enkhuizen,Total,Total,Total,Total,c00_infant_mortality,1675,0.716417910447761,77.1805775185726,Total,1,Zuigelingensterfte
Enkhuizen,Total,No Migration Background,Total,Total,c00_infant_mortality,1320,0.757575757575758,80.604016215896,Total,1,Zuigelingensterfte
Haarlem,Total,Total,Total,Total,c00_infant_mortality,16376,0.641182217879824,97.1634014288939,Total,1,Zuigelingensterfte
Haarlem,Total,Total,Two Parents,Total,c00_infant_mortality,15014,0.606100972425736,101.390140110141,Total,1,Zuigelingensterfte
Haarlem,Total,No Migration Background,Total,Total,c00_infant_mortality,9924,0.534058847239017,106.155283389597,Total,1,Zuigelingensterfte
Haarlem,Total,No Migration Background,Two Parents,Total,c00_infant_mortality,9238,0.508768131630223,109.824309356108,Total,1,Zuigelingensterfte
Haarlem,Total,Morocco,Total,Total,c00_infant_mortality,940,1.17021276595745,55.7751651128283,Total,1,Zuigelingensterfte
Haarlem,Total,Morocco,Two Parents,Total,c00_infant_mortality,887,1.24013528748591,57.1471998561654,Total,1,Zuigelingensterfte
Haarlem,Total,Overig,Total,Total,c00_infant_mortality,4102,0.658215504631887,91.7603053757975,Total,1,Zuigelingensterfte
