"geografie","geslacht","migratieachtergrond","huishouden","bins","opleiding_ouders","uitkomst","mean","parents_income","N","type","uitkomst_NL","subgroep","sample","sd"
"Nederland","Totaal","Zonder migratieachtergrond","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",66.6008230452675,87.0771271095758,225382,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Totaal","Totaal","wo","c11_vmbo_gl_final",85.2482269503546,108.397051378761,1416,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Totaal","Totaal","hbo","c11_vmbo_gl_final",77.4112734864301,83.4684638383046,2402,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",52.4183976261128,53.0538764782493,20284,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",85.5721393034826,94.4464216589473,202,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",72.568578553616,73.4601723007729,404,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",47.2491909385113,43.8693325925987,3725,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",85.2526926263463,110.79600539875,1212,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",78.363453815261,85.4697693357929,1996,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Turkije","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",53.6637275767711,55.2028959556545,16492,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Totaal","Totaal","wo","c11_vmbo_gl_final",83.5950189496481,89.8828290639021,1854,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Totaal","Totaal","hbo","c11_vmbo_gl_final",78.1786339754816,84.0074740210195,2868,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",58.8632095358553,47.6825132409388,26189,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",75.8364312267658,85.2479449247823,270,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",71.1453744493392,71.3181360601299,456,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",54.3042071197411,42.8944562972287,4661,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",84.952380952381,90.7091658030718,1581,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",79.5160617438465,86.4400410194402,2408,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Marokko","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",59.8755904775268,48.7792392862223,21453,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Totaal","Totaal","wo","c11_vmbo_gl_final",89.3866020984665,144.713583096019,2486,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Totaal","Totaal","hbo","c11_vmbo_gl_final",77.3607176581681,99.9243997367263,4252,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",56.3752276867031,62.4068943538288,14352,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",81.8363273453094,115.724692099015,504,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",72.2529644268775,80.9476740388649,1272,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",49.7429506153606,47.6256102310773,6462,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",91.3286004056795,152.413663827233,1977,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",79.5408507765024,108.245812909281,2971,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Suriname","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",62.4101424650373,75.8195160182324,7681,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Totaal","Totaal","wo","c11_vmbo_gl_final",91.8380889183809,167.961490858076,1508,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Totaal","Totaal","hbo","c11_vmbo_gl_final",77.7173913043478,100.724832907483,1846,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",48.6336266790181,52.3816899088911,6509,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",83.9662447257384,123.822288434789,237,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",69.047619047619,75.0363831098126,507,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",42.1610169491525,39.7656635795258,3328,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",93.3753943217666,176.408604507764,1269,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",81.1419984973704,110.724619955158,1334,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Nederlandse Antillen","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",56.2335958005249,67.362486772912,3056,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Totaal","Totaal","wo","c11_vmbo_gl_final",92.3936183534951,152.721923841068,40054,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Totaal","Totaal","hbo","c11_vmbo_gl_final",83.30427406814,104.620766375578,42584,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",61.021503618806,61.4646613035045,153664,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",87.6048462255359,124.287787361954,5390,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",77.7990797546012,86.1702455491134,7868,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",54.0687671725342,48.1987892910146,39211,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",93.1585807385952,157.224685182362,34627,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",84.5819823992589,108.904235964783,34641,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Totaal","Wel migratieachtergrond","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",63.6171703820667,66.4153727206992,113155,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Totaal","Totaal","wo","c11_vmbo_gl_final",93.2709036171919,162.491271610611,66265,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Totaal","Totaal","hbo","c11_vmbo_gl_final",84.4931481352225,114.424426365001,86204,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",62.2350813743219,76.2898114286791,208146,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",89.1776798825257,142.494346370841,6833,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",78.8082607048124,101.046791178638,10603,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",54.0897816784322,59.0205370278467,36920,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",93.7528484377901,164.832026102968,59384,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",85.3019661989034,116.339060014394,75518,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Totaal","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",64.1369179306561,80.2859581179324,170031,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Totaal","Totaal","wo","c11_vmbo_gl_final",93.834857602155,166.993707174738,46132,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Totaal","Totaal","hbo","c11_vmbo_gl_final",85.1145925340523,117.730270896105,64708,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",63.6291303582768,84.8866199337358,131127,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",90.8218503937008,154.24027115021,4073,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",80.2990996490157,110.17515060239,6578,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",56.0147346609877,70.9675480223853,17465,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",94.1346176772132,168.248904761742,42031,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",85.6654583117556,118.604505579541,58080,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",64.9040678086321,87.1891537886595,113114,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Totaal","Totaal","wo","c11_vmbo_gl_final",85.8615611192931,107.535305704494,681,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Totaal","Totaal","hbo","c11_vmbo_gl_final",76.734693877551,84.8062354229606,1227,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",51.6642120765832,53.3277371669617,10217,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",80.6451612903226,91.6779656363598,94,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",71.8592964824121,77.2286656028242,200,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",46.6957946477335,44.4246053625692,1843,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",86.6666666666667,110.216914498323,586,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",77.6803118908382,86.2819062740095,1027,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Turkije","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",52.8492426063958,55.3613830772624,8338,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Totaal","Totaal","wo","c11_vmbo_gl_final",84.8684210526316,91.8244244743038,914,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Totaal","Totaal","hbo","c11_vmbo_gl_final",77.9310344827586,84.2812187423376,1456,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",58.8284710554452,47.7620965511165,13145,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",80.6201550387597,95.9432256643637,130,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",69.1304347826087,71.8429123731307,230,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",53.1210191082803,43.7531475659008,2370,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",85.5498721227621,91.149696731669,783,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",79.5566502463054,86.6320139815388,1224,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Marokko","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",60.0971417896507,48.7062613463741,10742,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Totaal","Totaal","wo","c11_vmbo_gl_final",88.0031570639305,144.876867346889,1272,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Totaal","Totaal","hbo","c11_vmbo_gl_final",75.5392381826526,99.2906313872847,2185,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",54.259649122807,62.3075615719151,7170,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",78.6259541984733,114.892139125187,263,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",69.5976154992548,78.9216202719328,673,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",46.9174834018337,47.3504539166459,3189,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",90.5094905094905,153.213225502762,1005,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",78.1914893617021,108.554703758427,1508,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Suriname","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",60.5590062111801,75.6087471866047,3879,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Totaal","Totaal","wo","c11_vmbo_gl_final",91.40625,164.983519154871,769,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Totaal","Totaal","hbo","c11_vmbo_gl_final",75.3607103218646,100.512129398332,903,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",47.1378317876559,52.9795252895854,3141,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",82.5396825396825,119.145990719066,126,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",66.030534351145,75.5052252697852,263,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",39.4483643361129,39.3282067666174,1569,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",93.28125,174.387526778334,641,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",79.4025157232704,111.189219186462,637,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Nederlandse Antillen","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",55.4009277667329,68.348448208275,1513,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Totaal","Totaal","wo","c11_vmbo_gl_final",91.9772772573251,152.17455987146,20133,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Totaal","Totaal","hbo","c11_vmbo_gl_final",82.6216808997153,104.473059230711,21496,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",59.8583465943182,61.6535046882311,77019,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",86.7443554260743,125.160595781577,2760,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",76.3677242068449,86.128443777535,4025,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",52.3582707740098,48.2955538862576,19455,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",92.827418795515,156.555945488266,17353,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",84.0913010981429,108.793637464577,17438,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Mannen","Wel migratieachtergrond","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",62.6113021246584,66.5668921956486,56917,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Totaal","Totaal","wo","c11_vmbo_gl_final",93.9881403954234,162.712517706554,64743,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Totaal","Totaal","hbo","c11_vmbo_gl_final",86.0666419578915,114.385950995464,83853,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",65.2171174401364,75.8541888384326,207135,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",90.6834201654919,141.223613188274,6544,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",81.4974098328609,99.2577411247044,10271,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",57.4546431931192,58.1010739427172,37433,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",94.3697652776342,165.164592549893,58162,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",86.7266775777414,116.541002691064,73491,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Totaal","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",67.0847197338111,80.0549939923264,168506,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Totaal","Totaal","wo","c11_vmbo_gl_final",94.5092778895596,166.906943247454,44822,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Totaal","Totaal","hbo","c11_vmbo_gl_final",86.7599156926614,117.61630390677,62765,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",66.9917986794875,84.4175260026813,130490,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",92.1423086767341,153.219058553983,3914,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",82.808112324493,107.055966601741,6428,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",59.3559765602776,69.2744682279176,17677,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",94.7405828002843,168.235158974152,40888,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",87.2296106393206,118.840723436971,56288,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Zonder migratieachtergrond","Tweeoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",68.3097145204354,86.9642562489754,112268,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Totaal","Totaal","wo","c11_vmbo_gl_final",84.6785225718194,109.195485125939,735,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Totaal","Totaal","hbo","c11_vmbo_gl_final",78.1196581196581,82.0714887452214,1175,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Totaal","Totaal","geen hbo of wo","c11_vmbo_gl_final",53.1838565022422,52.7759352190286,10067,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Eenoudergezin","Totaal","wo","c11_vmbo_gl_final",89.8148148148148,96.8560037526809,108,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Eenoudergezin","Totaal","hbo","c11_vmbo_gl_final",73.2673267326733,69.7655710242522,204,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Eenoudergezin","Totaal","geen hbo of wo","c11_vmbo_gl_final",47.7890250399574,43.32556653784,1882,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Tweeoudergezin","Totaal","wo","c11_vmbo_gl_final",83.9228295819936,111.338093685732,626,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
"Nederland","Vrouwen","Turkije","Tweeoudergezin","Totaal","hbo","c11_vmbo_gl_final",79.0890269151139,84.6090215178895,969,"parents_edu","Schooladvies vmbo-GL of hoger",NA,NA,NA
